"datetime","reference_datetime","model_id","site_id","parameter","family","prediction","variable","depth_m","duration","project_id"
2026-04-13,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-14,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-15,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-16,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-17,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-18,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-19,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-20,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-21,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-22,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-23,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-24,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-25,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-26,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-27,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-28,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-29,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-30,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-01,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-02,2026-03-29,"inflow_ar_abp","tubr",1,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-29,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.0242545874905418,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-30,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.021266332888007,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-31,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.0277512534158712,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-01,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.0195667399968951,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-02,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.0320270218029051,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-03,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.0196866506518982,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-04,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-05,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-06,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-07,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-08,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-09,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-10,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-11,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-12,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-13,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-14,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-15,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-16,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-17,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-18,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-19,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-20,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-21,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-22,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-23,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-24,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-25,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-26,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-27,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-28,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-29,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-30,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-01,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-02,2026-03-29,"inflow_ar_abp","tubr",2,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-29,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0399666076213717,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-30,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.037412243258082,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-31,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0305589373985794,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-01,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0209354778650761,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-02,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0231277115207108,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-03,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0197497021038806,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-04,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0256474096934592,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-05,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0379798741047311,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-06,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0248951333987189,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-07,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0159259358322549,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-08,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0333690230798299,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-09,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0210210851253523,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-10,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0155716929335559,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-11,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0201532190612412,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-12,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0213891648354431,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-13,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0344066805098053,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-14,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0521457162037117,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-15,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0408898577580106,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-16,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0398861010127086,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-17,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0507777445262319,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-18,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0485774964148746,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-19,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0499745528293663,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-20,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0564914111152617,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-21,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0632229800575076,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-22,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0589445415024417,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-23,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0645486985712118,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-24,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0636133129450868,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-25,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0761603218810081,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-26,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0693225736467197,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-27,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0821300647721441,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-28,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0881876871014169,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-29,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0947321669809139,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-30,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0961641601092387,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-01,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.0990613425231759,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-02,2026-03-29,"inflow_ar_abp","tubr",3,"ensemble",0.085210749268566,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-29,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0368684409083359,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-30,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0246183893200665,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-31,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0364654176527942,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-01,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0330539474264436,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-02,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0324047429952674,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-03,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0311629710622664,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-04,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0175636816122114,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-05,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0196228633314961,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-06,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0199707635717973,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-07,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-08,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-09,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.000744233653772469,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-10,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.000729660459348875,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-11,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.00844751059514979,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-12,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0257951542614685,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-13,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.031125799878653,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-14,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.049621873192711,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-15,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0494622365514365,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-16,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0334422181564053,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-17,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0272717646449445,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-18,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0191350811831578,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-19,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0295233260014349,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-20,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0193157440488004,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-21,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0266531618879168,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-22,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0332763208005715,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-23,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0210478939350261,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-24,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.00746652143194767,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-25,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.00041562530793006,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-26,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.0110451182978206,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-27,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.00617324126124937,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-28,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-29,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-30,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-01,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-02,2026-03-29,"inflow_ar_abp","tubr",4,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-29,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0584664971923083,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-30,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0590400351049932,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-31,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0610118028285529,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-01,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.074254507230065,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-02,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0928867988010575,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-03,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0926581535044371,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-04,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0916964559747073,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-05,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0684157734607315,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-06,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0511722655890341,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-07,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0377897514178405,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-08,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0471438374383763,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-09,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0464257208784694,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-10,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0403514350993606,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-11,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0397180238323719,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-12,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0356490827018909,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-13,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0477355984225367,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-14,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.044418234124569,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-15,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.0344617901456122,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-16,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-17,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-18,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-19,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-20,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-21,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-22,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-23,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-24,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-25,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-26,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-27,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-28,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-29,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-30,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-01,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-05-02,2026-03-29,"inflow_ar_abp","tubr",5,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-29,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.0379850216202975,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-30,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.0367408295454309,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-03-31,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.0365738813064903,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-01,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.0417270129227099,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-02,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.0251584170910619,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-03,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.00483217754007812,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-04,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-05,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-06,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-07,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-08,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-09,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-10,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-11,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-12,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-13,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-14,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-15,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-16,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-17,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-18,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-19,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-20,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-21,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
2026-04-22,2026-03-29,"inflow_ar_abp","tubr",6,"ensemble",0.002,"Flow_cms_mean",NA,"P1D","vera4cast"
